path	sha256
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/AASS_homology.json	14372ad8bdfa075e174b8994a56d94ec2ac398722068c5892915ca6f3a568f77
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ACLY_homology.json	4a367736d710412a1e86f7079a634f5688291e0a9574407d9007e69218d4802a
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ADA2_homology.json	d91c16e5bfa12e80386f28e80a491bb038c2d366c78fbfe298f01f03ee23cb7b
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ADA_homology.json	f9fe5e9092c84b1ee45847eb5be7c951a30b8df193822e2c4fd3f037f8e80873
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/AFMID_homology.json	f2fb9f2e770c61acdc1d01d4fbb3875781b5d7d3bc0196689e7827a551e70c5b
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/AHCY_homology.json	f0879b621d9d14667a359d6c25419942b7434a9d1513795518995404431b3ff2
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/AMDHD2_homology.json	290270343f4382059b4b3db6c18c3c85fd8cb24930c17b3836c9f6a36e64777a
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/AOX1_homology.json	0081a1de052e925ff1f3733e6a62413d105507f6b55364213985ca741cbbdc95
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ARG1_homology.json	853263a3feeb6dd04c569ef4ccbc8a909b88cb122fe0dd9b696624837d405868
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ARG2_homology.json	ec31864dd74ab0f28b0d3ab2437af8b2c523d69183b007a52ea5917f84cab080
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ASNS_homology.json	f1928fd687ec8ab152ef89a2262fe078b4ee134efc639caf965cb88cc1671afd
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ASS1_homology.json	7d69e8c4bb86ad60ebefd47c37383f7e92457ddcc4861dc5e29e67b168e2534d
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/BBOX1_homology.json	1c813996160222fcce0ef9db8cfa299df47d6d70e3002cb883c75ef69400d918
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/BCAT1_homology.json	ba25f771852f38855eb1cc2945f7b6f0c245eb5d966f8a9146379143c59c1f43
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/BCAT2_homology.json	45c91cfaac0174917c41b1d1e522b6097aa2c4270a4b14ee7028c0e38f830ded
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CDO1_homology.json	c26b1f45ad4c6d3ef1966a183b4701e86e12c51f99774abae9147d76f1bc313a
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CEPT1_homology.json	fb837ddb661bb21727a0195d872f448035b5359cbb62645a37c853350eddf34e
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CHKA_homology.json	6b35aa1a3ee30429f5208bedfc9b3d4dfb78aad955394675ae606d0e1da8d5f4
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CHKB_homology.json	e63aa04b298a098d931e4a1460aef70ad04e2f564f25283a64f4ec57084675c7
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CHPT1_homology.json	e9bcf7b0f093791c2edd6fb8d064d8e39e11092791802164a9e3df6a7b8961b9
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CKB_homology.json	c04b40f36694fe5cf8dbf3015d80ff9446d9472d80b870c28545599d6325009c
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CKM_homology.json	b4347809a20cfc7bb57eba02f3173fdcdc923d273a0c47c03e6ade63c7d2aa16
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CMAS_homology.json	7a03005ff769e24d6ff7d3b902454ffaea19341a508cfd65616da4efd9b30419
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CMPK1_homology.json	643b6ae6a120ff73eaf83054a74622586188689c810a58898d689403a950ea63
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CMPK2_homology.json	b5dfdcc5fba6b26c7d47a7e075e87c3539c8d8f8f37d6e16977883db4513a608
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CPT1A_homology.json	7a5a193d353c58d6bfe8dbef3fe74b22a058163501db2fb831954a0e14cefb18
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CPT1B_homology.json	1c1e6b60d86da3ca33221975bbaecb4b3d9815e304beec46d439e30abee807a5
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CPT2_homology.json	0b1c506566e3143656a3b7560e5c99922b4a95b7e35138eb92110250d157e7f3
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CRAT_homology.json	cdd577f7d9c37e82e330bd738c3aa3be2aec307d342f725a369b0794dc51550c
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CROT_homology.json	47eb24862699fd9467d128d904d3936dc45039bfe583ad404fc13627bb385139
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CS_homology.json	71b07d8db474dd8d47de83bf8fbb65c840b37812c0e74d5023a99d2a7bcb0ade
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/CTNS_homology.json	3c17b139496d086e8f52dd89a399f8a7c32aecd31a59ccd0e07aacc556bf20be
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/DPYD_homology.json	117098bdf7ca5770e5292acd5550e2579b8ff57b70994174ef62bb57ede00138
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/DPYS_homology.json	a9680ce8d85b0e6d19c51e4094053433dfc61341dbdb1e43b0c56c0f1c947390
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000093072_human_lookup.json	0a5e3e140b0aa2381cec10ac31227dd44a23f171e6df56d8c24b11dd3278b865
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000100033_human_lookup.json	76d9de7bc40b097e842566a45aad4801b34d646d236d19aff3526b9a3447c627
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000100983_human_lookup.json	1490cb9dac5973e02cf33cb67b9266dcfb99d007b57cf065cdbeaf19ce181805
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000105220_human_lookup.json	57cf57168423282d6d441a99fd129619566018c91f41c6ab151b727fa639751c
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000108849_human_lookup.json	eb62777081919d3535394ab7645ea65768ed33b8911284151f786e247babf55a
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000111711_human_lookup.json	46fd8a8b713ed5a2bf8b10a2b15fd39d1570bfe40c1963baf79b2cef407284d3
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000113552_human_lookup.json	b2a50a6ab128d7e49adda0ae73c87eb6c2f18ac9077c663c26defeafdf9cc4b4
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000115419_human_lookup.json	a6b7b0bb24a32a34d200ea7f6941116fdba707bfac1f6bad19f1a118f2d25752
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000115758_human_lookup.json	9e9ac7c3f14b5a79637e2a50fab9bbcb41084928146235981aeaf70dc2a56528
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000118520_human_lookup.json	c24d3ed8bedde6a1f188934c834dbb0fdf8203ac1d8d511b6c74935747125620
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000119125_human_lookup.json	6ce1e4c29ef7471665e1c89146025a1da83a4b20f3ab9daf1db84d6aca5179ca
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000120053_human_lookup.json	a3dffb62e53f3da8e5926e89f097940893653b74bd84eb08b80666ac343bd7e5
/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260921T034354Z_asns117_programs_v1/source/ensembl110/ENSG00000122133_human_lookup.json	b37b62e4cb763fbf676b6b874c0c91ce8f70fa9346fdb47e3525c06b38b7b724
